CT0,CT1,CT2,CT3,CT4,CT5,CT6,CT7,CT8
0.0,0.0,0.0,0.0,0.0,0.0,10.894856799887771,8.715885439910217,5.4474283999438855
0.0,0.0,0.0,0.0,0.0,0.0,10.319367151014887,8.255493720811911,5.159683575507444
0.0,0.0,0.0,0.0,0.0,0.0,9.961169034223794,7.968935227379035,4.980584517111897
0.0,0.0,0.0,0.0,0.0,0.0,9.590375094115467,7.672300075292373,4.795187547057734
0.0,0.0,0.0,62.5897354714683,125.17947094293663,62.5897354714683,15.907014289581062,12.725611431664849,7.953507144790531
0.0,0.0,0.0,92.17889455346946,184.357789106939,92.17889455346946,19.499478159084223,15.59958252726738,9.749739079542111
0.0,0.0,0.0,84.02687402265053,168.05374804530103,84.02687402265053,15.136819568226544,12.109455654581236,7.568409784113272
0.0,0.0,0.0,78.72798190023852,157.45596380047704,78.72798190023852,14.130857621797244,11.304686097437795,7.065428810898622
0.0,0.0,0.0,80.86340030706685,161.72680061413365,80.86340030706685,14.608145038032008,11.686516030425608,7.304072519016004
0.0178538795980542,0.0178538795980542,0.0178538795980542,79.51563701708452,159.03127403416897,79.51563701708452,14.568841775322829,11.655073420258264,7.2844208876614145
0.1529373971539765,0.1529373971539765,0.1529373971539765,81.47509801304025,162.95019602608065,81.47509801304025,15.188640879489657,12.150912703591725,7.594320439744829
0.21581608780301387,0.21581608780301387,0.21581608780301387,80.38906626012923,160.77813252025845,80.38906626012923,15.100114234753221,12.080091387802575,7.5500571173766104
0.7480868552494794,0.7480868552494794,0.7480868552494794,76.99491354743206,153.98982709486404,76.99491354743206,14.399433192636815,11.51954655410945,7.1997165963184075
0.8080290978926785,0.8080290978926785,0.8080290978926785,81.41757408697909,162.83514817395834,81.41757408697909,15.288106353662311,12.23048508292985,7.6440531768311555
0.8564963734225369,0.8564963734225369,0.8564963734225369,81.5130219032083,163.02604380641662,81.5130219032083,15.452562665143052,12.362050132114442,7.726281332571526
0.9054215190481575,0.9054215190481575,0.9054215190481575,81.95766513140809,163.9153302628162,81.95766513140809,15.517539906358907,12.414031925087126,7.758769953179454
0.9504416753278785,0.9504416753278785,0.9504416753278785,83.60147811708448,167.20295623416897,83.60147811708448,15.647686274459183,12.518149019567346,7.823843137229591
1.1428586286009412,1.1428586286009412,1.1428586286009412,87.99358741330045,175.98717482660112,87.99358741330045,16.870526193527173,13.496420954821737,8.435263096763586
1.1691571166406647,1.1691571166406647,1.1691571166406647,83.86834097527309,167.7366819505462,83.86834097527309,21.216200315839924,16.97296025267194,10.608100157919962
1.224569278659802,1.224569278659802,1.224569278659802,73.11697022257576,146.23394044515143,73.11697022257576,18.973603339570918,15.178882671656735,9.486801669785459
1.2571159561712062,1.2571159561712062,1.2571159561712062,71.60537843156797,143.21075686313577,71.60537843156797,18.667382734667473,14.933906187733976,9.333691367333737
1.293148453921271,1.293148453921271,1.293148453921271,70.76275888774236,141.52551777548487,70.76275888774236,18.401594106340582,14.721275285072466,9.200797053170291
1.3251080798178354,1.3251080798178354,1.3251080798178354,34.540862400720776,69.0817248014414,34.540862400720776,14.831900654705104,11.865520523764083,7.415950327352552
1.5937715595668906,1.5937715595668906,1.5937715595668906,26.761136422299042,53.52227284459787,26.761136422299042,13.724549566733135,10.979639653386508,6.862274783366567
